model,attribute,delta_dp_mean,delta_dp_std,delta_eo_mean,delta_eo_std,group_auc_gap_mean,group_auc_gap_std,leakage_auc_mean,leakage_auc_std
TabICL+INLP@age_group,gender,0.03806,0.005210854056678232,0.02028,0.0086250797097766,0.00412,0.000511859355682789,0.8675599999999999,0.0055070863439753565
TabICL+INLP@age_group,gender_x_age,0.06573999999999999,0.013017411417021433,0.05584,0.013496406929253434,0.01376,0.001580506248010428,0.72516,0.0056114169333600725
TabICL+INLP@age_group,gender_x_region,0.07564,0.01214878594757517,0.02668,0.01285348201850378,0.00738,0.002320991167583367,0.76342,0.0018458060569843352
TabICL+INLP@age_group,region,0.04256,0.011663532912458386,0.00474,0.004279369112380937,0.00264,0.001467310464761974,0.61272,0.005507449500449382
TabICL+INLP@gender,age_group,0.025979999999999996,0.014203943114501691,0.041139999999999996,0.0070073532806616805,0.00736,0.0011545561917897284,0.99088,0.0010756393447620238
TabICL+INLP@gender,gender,0.032619999999999996,0.005840547919502076,0.01746,0.008120529539383501,0.0043,0.0006892024376045109,0.73094,0.01611344159389916
TabICL+INLP@gender,gender_x_age,0.055959999999999996,0.014852878508895169,0.056999999999999995,0.015539465885287049,0.01244,0.0012759310326189261,0.90148,0.003282834141408884
TabICL+INLP@gender,gender_x_region,0.07014000000000001,0.009343339873942298,0.021339999999999998,0.006502537966056023,0.00746,0.0025314027731674783,0.6691,0.01085403150907532
TabICL+INLP@gender,region,0.04238,0.008828759822308,0.0030199999999999997,0.002413917977065501,0.0023,0.0014124446891825534,0.6208,0.0033309157899892436
TabICL+INLP@region,age_group,0.0338,0.014364017543848934,0.036199999999999996,0.00870258582261617,0.00776,0.0011928956366757317,0.9914799999999999,0.0008074651695274552
TabICL+INLP@region,gender,0.03512,0.005014678454297943,0.018959999999999998,0.006134574149849361,0.00394,0.00046151923036857315,0.88436,0.0029091235793620184
TabICL+INLP@region,gender_x_age,0.059199999999999996,0.012543723530116565,0.05397999999999999,0.01735906103451451,0.01258,0.0015658863304850706,0.9360799999999999,0.0015287249589117757
TabICL+INLP@region,gender_x_region,0.06812,0.012812376828676244,0.027239999999999997,0.00929128624034369,0.007639999999999999,0.00249559612117025,0.76364,0.002046460358765851
TabICL+INLP@region,region,0.0379,0.0106997663525892,0.00648,0.002451938009004306,0.00284,0.0015306861206661542,0.5493,0.009693812459502195
